Country Name,Country Code,Indicator Name,Indicator Code,Year,Value
Tanzanía,TZA,Migración neta,SM.POP.NETM,2004,-126446.0
Tanzanía,TZA,Migración neta,SM.POP.NETM,2005,-128147.0
Tanzanía,TZA,Migración neta,SM.POP.NETM,2006,-128070.0
Tanzanía,TZA,Migración neta,SM.POP.NETM,2007,-126739.0
Tanzanía,TZA,Migración neta,SM.POP.NETM,2008,-184748.0
Tanzanía,TZA,Migración neta,SM.POP.NETM,2009,-324470.0
Tanzanía,TZA,Migración neta,SM.POP.NETM,2010,-121993.0
Tanzanía,TZA,Migración neta,SM.POP.NETM,2011,-84433.0
Tanzanía,TZA,Migración neta,SM.POP.NETM,2012,-49713.0
Tanzanía,TZA,Migración neta,SM.POP.NETM,2013,1346.0
Tanzanía,TZA,Migración neta,SM.POP.NETM,2014,-21079.0
Tanzanía,TZA,Migración neta,SM.POP.NETM,2015,201562.0
Tanzanía,TZA,Migración neta,SM.POP.NETM,2016,124444.0
Tanzanía,TZA,Migración neta,SM.POP.NETM,2017,101235.0
Tanzanía,TZA,Migración neta,SM.POP.NETM,2018,-56813.0
Tanzanía,TZA,Migración neta,SM.POP.NETM,2019,-64819.0
Tanzanía,TZA,Migración neta,SM.POP.NETM,2020,-15795.0
Tanzanía,TZA,Migración neta,SM.POP.NETM,2021,-4865.0
Tanzanía,TZA,Migración neta,SM.POP.NETM,2022,-39997.0
Tayikistán,TJK,Migración neta,SM.POP.NETM,1960,2464.0
Tayikistán,TJK,Migración neta,SM.POP.NETM,1961,3286.0
Tayikistán,TJK,Migración neta,SM.POP.NETM,1962,4264.0
Tayikistán,TJK,Migración neta,SM.POP.NETM,1963,5379.0
Tayikistán,TJK,Migración neta,SM.POP.NETM,1964,6567.0
Tayikistán,TJK,Migración neta,SM.POP.NETM,1965,7746.0
Tayikistán,TJK,Migración neta,SM.POP.NETM,1966,8804.0
Tayikistán,TJK,Migración neta,SM.POP.NETM,1967,9671.0
Tayikistán,TJK,Migración neta,SM.POP.NETM,1968,10316.0
Tayikistán,TJK,Migración neta,SM.POP.NETM,1969,8888.0
Tayikistán,TJK,Migración neta,SM.POP.NETM,1970,5559.0
Tayikistán,TJK,Migración neta,SM.POP.NETM,1971,4284.0
Tayikistán,TJK,Migración neta,SM.POP.NETM,1972,5123.0
Tayikistán,TJK,Migración neta,SM.POP.NETM,1973,5876.0
Tayikistán,TJK,Migración neta,SM.POP.NETM,1974,6531.0
Tayikistán,TJK,Migración neta,SM.POP.NETM,1975,7235.0
Tayikistán,TJK,Migración neta,SM.POP.NETM,1976,7682.0
Tayikistán,TJK,Migración neta,SM.POP.NETM,1977,8001.0
Tayikistán,TJK,Migración neta,SM.POP.NETM,1978,5001.0
Tayikistán,TJK,Migración neta,SM.POP.NETM,1979,-1711.0
Tayikistán,TJK,Migración neta,SM.POP.NETM,1980,-5554.0
Tayikistán,TJK,Migración neta,SM.POP.NETM,1981,-6218.0
Tayikistán,TJK,Migración neta,SM.POP.NETM,1982,-6731.0
Tayikistán,TJK,Migración neta,SM.POP.NETM,1983,-6980.0
Tayikistán,TJK,Migración neta,SM.POP.NETM,1984,-7161.0
Tayikistán,TJK,Migración neta,SM.POP.NETM,1985,-13015.0
Tayikistán,TJK,Migración neta,SM.POP.NETM,1986,-8064.0
Tayikistán,TJK,Migración neta,SM.POP.NETM,1987,-6699.0
Tayikistán,TJK,Migración neta,SM.POP.NETM,1988,-11645.0
Tayikistán,TJK,Migración neta,SM.POP.NETM,1989,0.0
Tayikistán,TJK,Migración neta,SM.POP.NETM,1990,-41579.0
Tayikistán,TJK,Migración neta,SM.POP.NETM,1991,-29562.0
Tayikistán,TJK,Migración neta,SM.POP.NETM,1992,-95269.0
Tayikistán,TJK,Migración neta,SM.POP.NETM,1993,-75130.0
Tayikistán,TJK,Migración neta,SM.POP.NETM,1994,-49653.0
Tayikistán,TJK,Migración neta,SM.POP.NETM,1995,-40411.0
Tayikistán,TJK,Migración neta,SM.POP.NETM,1996,-30928.0
Tayikistán,TJK,Migración neta,SM.POP.NETM,1997,-109410.0
Tayikistán,TJK,Migración neta,SM.POP.NETM,1998,-117995.0
Tayikistán,TJK,Migración neta,SM.POP.NETM,1999,-124143.0
Tayikistán,TJK,Migración neta,SM.POP.NETM,2000,-13870.0
Tayikistán,TJK,Migración neta,SM.POP.NETM,2001,-19655.0
Tayikistán,TJK,Migración neta,SM.POP.NETM,2002,-20530.0
Tayikistán,TJK,Migración neta,SM.POP.NETM,2003,-22561.0
Tayikistán,TJK,Migración neta,SM.POP.NETM,2004,-25080.0
Tayikistán,TJK,Migración neta,SM.POP.NETM,2005,-27949.0
Tayikistán,TJK,Migración neta,SM.POP.NETM,2006,-30595.0
Tayikistán,TJK,Migración neta,SM.POP.NETM,2007,-32834.0
Tayikistán,TJK,Migración neta,SM.POP.NETM,2008,-34853.0
Tayikistán,TJK,Migración neta,SM.POP.NETM,2009,-36672.0
Tayikistán,TJK,Migración neta,SM.POP.NETM,2010,-33731.0
Tayikistán,TJK,Migración neta,SM.POP.NETM,2011,-30780.0
Tayikistán,TJK,Migración neta,SM.POP.NETM,2012,-27831.0
Tayikistán,TJK,Migración neta,SM.POP.NETM,2013,-24877.0
Tayikistán,TJK,Migración neta,SM.POP.NETM,2014,-21933.0
Tayikistán,TJK,Migración neta,SM.POP.NETM,2015,-18984.0
Tayikistán,TJK,Migración neta,SM.POP.NETM,2016,-16029.0
Tayikistán,TJK,Migración neta,SM.POP.NETM,2017,-13082.0
Tayikistán,TJK,Migración neta,SM.POP.NETM,2018,-10135.0
Tayikistán,TJK,Migración neta,SM.POP.NETM,2019,-7192.0
Tayikistán,TJK,Migración neta,SM.POP.NETM,2020,-3564.0
Tayikistán,TJK,Migración neta,SM.POP.NETM,2021,-3564.0
Tayikistán,TJK,Migración neta,SM.POP.NETM,2022,-19999.0
Timor-Leste,TLS,Migración neta,SM.POP.NETM,1960,0.0
Timor-Leste,TLS,Migración neta,SM.POP.NETM,1961,0.0
Timor-Leste,TLS,Migración neta,SM.POP.NETM,1962,0.0
Timor-Leste,TLS,Migración neta,SM.POP.NETM,1963,0.0
Timor-Leste,TLS,Migración neta,SM.POP.NETM,1964,0.0
Timor-Leste,TLS,Migración neta,SM.POP.NETM,1965,0.0
Timor-Leste,TLS,Migración neta,SM.POP.NETM,1966,0.0
Timor-Leste,TLS,Migración neta,SM.POP.NETM,1967,0.0
Timor-Leste,TLS,Migración neta,SM.POP.NETM,1968,0.0
Timor-Leste,TLS,Migración neta,SM.POP.NETM,1969,0.0
Timor-Leste,TLS,Migración neta,SM.POP.NETM,1970,0.0
Timor-Leste,TLS,Migración neta,SM.POP.NETM,1971,0.0
Timor-Leste,TLS,Migración neta,SM.POP.NETM,1972,0.0
Timor-Leste,TLS,Migración neta,SM.POP.NETM,1973,-282.0
Timor-Leste,TLS,Migración neta,SM.POP.NETM,1974,-2219.0
Timor-Leste,TLS,Migración neta,SM.POP.NETM,1975,9542.0
Timor-Leste,TLS,Migración neta,SM.POP.NETM,1976,9663.0
Timor-Leste,TLS,Migración neta,SM.POP.NETM,1977,10652.0
Timor-Leste,TLS,Migración neta,SM.POP.NETM,1978,10971.0
Timor-Leste,TLS,Migración neta,SM.POP.NETM,1979,8925.0
Timor-Leste,TLS,Migración neta,SM.POP.NETM,1980,5453.0
Timor-Leste,TLS,Migración neta,SM.POP.NETM,1981,-607.0
Timor-Leste,TLS,Migración neta,SM.POP.NETM,1982,-159.0
Timor-Leste,TLS,Migración neta,SM.POP.NETM,1983,569.0
Timor-Leste,TLS,Migración neta,SM.POP.NETM,1984,694.0
Timor-Leste,TLS,Migración neta,SM.POP.NETM,1985,2122.0
Timor-Leste,TLS,Migración neta,SM.POP.NETM,1986,2698.0
Timor-Leste,TLS,Migración neta,SM.POP.NETM,1987,3190.0
Timor-Leste,TLS,Migración neta,SM.POP.NETM,1988,4162.0
Timor-Leste,TLS,Migración neta,SM.POP.NETM,1989,1355.0
Timor-Leste,TLS,Migración neta,SM.POP.NETM,1990,399.0
Timor-Leste,TLS,Migración neta,SM.POP.NETM,1991,-7212.0
Timor-Leste,TLS,Migración neta,SM.POP.NETM,1992,-7769.0
Timor-Leste,TLS,Migración neta,SM.POP.NETM,1993,-7759.0
Timor-Leste,TLS,Migración neta,SM.POP.NETM,1994,-7986.0
Timor-Leste,TLS,Migración neta,SM.POP.NETM,1995,-7916.0
Timor-Leste,TLS,Migración neta,SM.POP.NETM,1996,-8429.0
Timor-Leste,TLS,Migración neta,SM.POP.NETM,1997,-8625.0
Timor-Leste,TLS,Migración neta,SM.POP.NETM,1998,-8572.0
Timor-Leste,TLS,Migración neta,SM.POP.NETM,1999,-8157.0
Timor-Leste,TLS,Migración neta,SM.POP.NETM,2000,-12665.0
Timor-Leste,TLS,Migración neta,SM.POP.NETM,2001,-9894.0
Timor-Leste,TLS,Migración neta,SM.POP.NETM,2002,-9937.0
Timor-Leste,TLS,Migración neta,SM.POP.NETM,2003,-9731.0
Timor-Leste,TLS,Migración neta,SM.POP.NETM,2004,-5797.0
Timor-Leste,TLS,Migración neta,SM.POP.NETM,2005,-1481.0
Timor-Leste,TLS,Migración neta,SM.POP.NETM,2006,-1590.0
Timor-Leste,TLS,Migración neta,SM.POP.NETM,2007,-1970.0
Timor-Leste,TLS,Migración neta,SM.POP.NETM,2008,-3235.0
Timor-Leste,TLS,Migración neta,SM.POP.NETM,2009,-4019.0
Timor-Leste,TLS,Migración neta,SM.POP.NETM,2010,-1607.0
Timor-Leste,TLS,Migración neta,SM.POP.NETM,2011,-309.0
Timor-Leste,TLS,Migración neta,SM.POP.NETM,2012,-769.0
Timor-Leste,TLS,Migración neta,SM.POP.NETM,2013,-1580.0
Timor-Leste,TLS,Migración neta,SM.POP.NETM,2014,-1586.0
Timor-Leste,TLS,Migración neta,SM.POP.NETM,2015,-5529.0
Timor-Leste,TLS,Migración neta,SM.POP.NETM,2016,-5475.0
Timor-Leste,TLS,Migración neta,SM.POP.NETM,2017,-5412.0
Timor-Leste,TLS,Migración neta,SM.POP.NETM,2018,-5352.0
Timor-Leste,TLS,Migración neta,SM.POP.NETM,2019,-5265.0
Timor-Leste,TLS,Migración neta,SM.POP.NETM,2020,-3506.0
Timor-Leste,TLS,Migración neta,SM.POP.NETM,2021,-1997.0
Timor-Leste,TLS,Migración neta,SM.POP.NETM,2022,-5000.0
Togo,TGO,Migración neta,SM.POP.NETM,1960,-13868.0
Togo,TGO,Migración neta,SM.POP.NETM,1961,-14858.0
Togo,TGO,Migración neta,SM.POP.NETM,1962,-15486.0
Togo,TGO,Migración neta,SM.POP.NETM,1963,-14361.0
Togo,TGO,Migración neta,SM.POP.NETM,1964,-6214.0
Togo,TGO,Migración neta,SM.POP.NETM,1965,6104.0
Togo,TGO,Migración neta,SM.POP.NETM,1966,18418.0
Togo,TGO,Migración neta,SM.POP.NETM,1967,26576.0
Togo,TGO,Migración neta,SM.POP.NETM,1968,26860.0
Togo,TGO,Migración neta,SM.POP.NETM,1969,20613.0
Togo,TGO,Migración neta,SM.POP.NETM,1970,10865.0
Togo,TGO,Migración neta,SM.POP.NETM,1971,482.0
Togo,TGO,Migración neta,SM.POP.NETM,1972,-7661.0
Togo,TGO,Migración neta,SM.POP.NETM,1973,-11555.0
Togo,TGO,Migración neta,SM.POP.NETM,1974,-14483.0
Togo,TGO,Migración neta,SM.POP.NETM,1975,-16973.0
Togo,TGO,Migración neta,SM.POP.NETM,1976,-18832.0
Togo,TGO,Migración neta,SM.POP.NETM,1977,-19856.0
Togo,TGO,Migración neta,SM.POP.NETM,1978,-19163.0
Togo,TGO,Migración neta,SM.POP.NETM,1979,-13519.0
Togo,TGO,Migración neta,SM.POP.NETM,1980,-4993.0
Togo,TGO,Migración neta,SM.POP.NETM,1981,3519.0
Togo,TGO,Migración neta,SM.POP.NETM,1982,9163.0
Togo,TGO,Migración neta,SM.POP.NETM,1983,9740.0
Togo,TGO,Migración neta,SM.POP.NETM,1984,7897.0
Togo,TGO,Migración neta,SM.POP.NETM,1985,1242.0
Togo,TGO,Migración neta,SM.POP.NETM,1986,-436.0
Togo,TGO,Migración neta,SM.POP.NETM,1987,848.0
Togo,TGO,Migración neta,SM.POP.NETM,1988,-29.0
Togo,TGO,Migración neta,SM.POP.NETM,1989,0.0
Togo,TGO,Migración neta,SM.POP.NETM,1990,59.0
Togo,TGO,Migración neta,SM.POP.NETM,1991,-72.0
Togo,TGO,Migración neta,SM.POP.NETM,1992,-132.0
Togo,TGO,Migración neta,SM.POP.NETM,1993,-291022.0
Togo,TGO,Migración neta,SM.POP.NETM,1994,88992.0
Togo,TGO,Migración neta,SM.POP.NETM,1995,57406.0
Togo,TGO,Migración neta,SM.POP.NETM,1996,40915.0
Togo,TGO,Migración neta,SM.POP.NETM,1997,11899.0
Togo,TGO,Migración neta,SM.POP.NETM,1998,12365.0
Togo,TGO,Migración neta,SM.POP.NETM,1999,11122.0
Togo,TGO,Migración neta,SM.POP.NETM,2000,4710.0
Togo,TGO,Migración neta,SM.POP.NETM,2001,-1711.0
Togo,TGO,Migración neta,SM.POP.NETM,2002,-5972.0
Togo,TGO,Migración neta,SM.POP.NETM,2003,-2797.0
Togo,TGO,Migración neta,SM.POP.NETM,2004,-1007.0
Togo,TGO,Migración neta,SM.POP.NETM,2005,-4438.0
Togo,TGO,Migración neta,SM.POP.NETM,2006,21722.0
Togo,TGO,Migración neta,SM.POP.NETM,2007,4811.0
Togo,TGO,Migración neta,SM.POP.NETM,2008,14304.0
Togo,TGO,Migración neta,SM.POP.NETM,2009,-1997.0
Togo,TGO,Migración neta,SM.POP.NETM,2010,-1972.0
Togo,TGO,Migración neta,SM.POP.NETM,2011,-1980.0
Togo,TGO,Migración neta,SM.POP.NETM,2012,-1992.0
Togo,TGO,Migración neta,SM.POP.NETM,2013,-1985.0
Togo,TGO,Migración neta,SM.POP.NETM,2014,-1985.0
Togo,TGO,Migración neta,SM.POP.NETM,2015,-1985.0
Togo,TGO,Migración neta,SM.POP.NETM,2016,-1988.0
Togo,TGO,Migración neta,SM.POP.NETM,2017,-1997.0
Togo,TGO,Migración neta,SM.POP.NETM,2018,-1997.0
Togo,TGO,Migración neta,SM.POP.NETM,2019,-1997.0
Togo,TGO,Migración neta,SM.POP.NETM,2020,-995.0
Togo,TGO,Migración neta,SM.POP.NETM,2021,-995.0
Togo,TGO,Migración neta,SM.POP.NETM,2022,-2000.0
Tonga,TON,Migración neta,SM.POP.NETM,1960,-342.0
Tonga,TON,Migración neta,SM.POP.NETM,1961,-374.0
Tonga,TON,Migración neta,SM.POP.NETM,1962,-388.0
Tonga,TON,Migración neta,SM.POP.NETM,1963,-397.0
Tonga,TON,Migración neta,SM.POP.NETM,1964,-401.0
Tonga,TON,Migración neta,SM.POP.NETM,1965,-416.0
Tonga,TON,Migración neta,SM.POP.NETM,1966,-577.0
Tonga,TON,Migración neta,SM.POP.NETM,1967,-894.0
Tonga,TON,Migración neta,SM.POP.NETM,1968,-1052.0
Tonga,TON,Migración neta,SM.POP.NETM,1969,-1073.0
Tonga,TON,Migración neta,SM.POP.NETM,1970,-1084.0
Tonga,TON,Migración neta,SM.POP.NETM,1971,-1094.0
Tonga,TON,Migración neta,SM.POP.NETM,1972,-1109.0
Tonga,TON,Migración neta,SM.POP.NETM,1973,-1127.0
Tonga,TON,Migración neta,SM.POP.NETM,1974,-992.0
Tonga,TON,Migración neta,SM.POP.NETM,1975,-1026.0
Tonga,TON,Migración neta,SM.POP.NETM,1976,-1152.0
Tonga,TON,Migración neta,SM.POP.NETM,1977,-2180.0
Tonga,TON,Migración neta,SM.POP.NETM,1978,-2363.0
Tonga,TON,Migración neta,SM.POP.NETM,1979,-2511.0
Tonga,TON,Migración neta,SM.POP.NETM,1980,-2629.0
Tonga,TON,Migración neta,SM.POP.NETM,1981,-2683.0
Tonga,TON,Migración neta,SM.POP.NETM,1982,-2712.0
Tonga,TON,Migración neta,SM.POP.NETM,1983,-2698.0
Tonga,TON,Migración neta,SM.POP.NETM,1984,-2619.0
Tonga,TON,Migración neta,SM.POP.NETM,1985,-2553.0
Tonga,TON,Migración neta,SM.POP.NETM,1986,-2433.0
Tonga,TON,Migración neta,SM.POP.NETM,1987,-1781.0
Tonga,TON,Migración neta,SM.POP.NETM,1988,-1875.0
Tonga,TON,Migración neta,SM.POP.NETM,1989,-1977.0
Tonga,TON,Migración neta,SM.POP.NETM,1990,-2068.0
Tonga,TON,Migración neta,SM.POP.NETM,1991,-2147.0
Tonga,TON,Migración neta,SM.POP.NETM,1992,-2187.0
Tonga,TON,Migración neta,SM.POP.NETM,1993,-2187.0
Tonga,TON,Migración neta,SM.POP.NETM,1994,-2143.0
Tonga,TON,Migración neta,SM.POP.NETM,1995,-2109.0
Tonga,TON,Migración neta,SM.POP.NETM,1996,-2116.0
Tonga,TON,Migración neta,SM.POP.NETM,1997,-1567.0
Tonga,TON,Migración neta,SM.POP.NETM,1998,-1648.0
Tonga,TON,Migración neta,SM.POP.NETM,1999,-1646.0
Tonga,TON,Migración neta,SM.POP.NETM,2000,-1617.0
Tonga,TON,Migración neta,SM.POP.NETM,2001,-1647.0
Tonga,TON,Migración neta,SM.POP.NETM,2002,-1712.0
Tonga,TON,Migración neta,SM.POP.NETM,2003,-1754.0
Tonga,TON,Migración neta,SM.POP.NETM,2004,-1793.0
Tonga,TON,Migración neta,SM.POP.NETM,2005,-1812.0
Tonga,TON,Migración neta,SM.POP.NETM,2006,-1813.0
Tonga,TON,Migración neta,SM.POP.NETM,2007,-1985.0
Tonga,TON,Migración neta,SM.POP.NETM,2008,-2085.0
Tonga,TON,Migración neta,SM.POP.NETM,2009,-2079.0
Tonga,TON,Migración neta,SM.POP.NETM,2010,-1948.0
Tonga,TON,Migración neta,SM.POP.NETM,2011,-2048.0
Tonga,TON,Migración neta,SM.POP.NETM,2012,-2529.0
Tonga,TON,Migración neta,SM.POP.NETM,2013,-2558.0
Tonga,TON,Migración neta,SM.POP.NETM,2014,-2524.0
Tonga,TON,Migración neta,SM.POP.NETM,2015,-2495.0
Tonga,TON,Migración neta,SM.POP.NETM,2016,-2206.0
Tonga,TON,Migración neta,SM.POP.NETM,2017,-2106.0
Tonga,TON,Migración neta,SM.POP.NETM,2018,-2023.0
Tonga,TON,Migración neta,SM.POP.NETM,2019,-1898.0
Tonga,TON,Migración neta,SM.POP.NETM,2020,-948.0
Tonga,TON,Migración neta,SM.POP.NETM,2021,-948.0
Tonga,TON,Migración neta,SM.POP.NETM,2022,-800.0
Trinidad y Tobago,TTO,Migración neta,SM.POP.NETM,1960,-5671.0
Trinidad y Tobago,TTO,Migración neta,SM.POP.NETM,1961,-8392.0
Trinidad y Tobago,TTO,Migración neta,SM.POP.NETM,1962,-8903.0
Trinidad y Tobago,TTO,Migración neta,SM.POP.NETM,1963,-8682.0
Trinidad y Tobago,TTO,Migración neta,SM.POP.NETM,1964,-8341.0
Trinidad y Tobago,TTO,Migración neta,SM.POP.NETM,1965,-8077.0
Trinidad y Tobago,TTO,Migración neta,SM.POP.NETM,1966,-7838.0
Trinidad y Tobago,TTO,Migración neta,SM.POP.NETM,1967,-7991.0
Trinidad y Tobago,TTO,Migración neta,SM.POP.NETM,1968,-8478.0
Trinidad y Tobago,TTO,Migración neta,SM.POP.NETM,1969,-8200.0
Trinidad y Tobago,TTO,Migración neta,SM.POP.NETM,1970,-8751.0
Trinidad y Tobago,TTO,Migración neta,SM.POP.NETM,1971,-7499.0
Trinidad y Tobago,TTO,Migración neta,SM.POP.NETM,1972,-7346.0
Trinidad y Tobago,TTO,Migración neta,SM.POP.NETM,1973,-7524.0
Trinidad y Tobago,TTO,Migración neta,SM.POP.NETM,1974,-7683.0
Trinidad y Tobago,TTO,Migración neta,SM.POP.NETM,1975,-7768.0
Trinidad y Tobago,TTO,Migración neta,SM.POP.NETM,1976,-7895.0
Trinidad y Tobago,TTO,Migración neta,SM.POP.NETM,1977,-8154.0
Trinidad y Tobago,TTO,Migración neta,SM.POP.NETM,1978,-8397.0
Trinidad y Tobago,TTO,Migración neta,SM.POP.NETM,1979,-9106.0
Trinidad y Tobago,TTO,Migración neta,SM.POP.NETM,1980,-10709.0
Trinidad y Tobago,TTO,Migración neta,SM.POP.NETM,1981,-12086.0
Trinidad y Tobago,TTO,Migración neta,SM.POP.NETM,1982,-12529.0
Trinidad y Tobago,TTO,Migración neta,SM.POP.NETM,1983,-12544.0
Trinidad y Tobago,TTO,Migración neta,SM.POP.NETM,1984,-12413.0
Trinidad y Tobago,TTO,Migración neta,SM.POP.NETM,1985,-8051.0
Trinidad y Tobago,TTO,Migración neta,SM.POP.NETM,1986,-8620.0
Trinidad y Tobago,TTO,Migración neta,SM.POP.NETM,1987,-9002.0
Trinidad y Tobago,TTO,Migración neta,SM.POP.NETM,1988,-9023.0
Trinidad y Tobago,TTO,Migración neta,SM.POP.NETM,1989,-8588.0
Trinidad y Tobago,TTO,Migración neta,SM.POP.NETM,1990,-7878.0
Trinidad y Tobago,TTO,Migración neta,SM.POP.NETM,1991,-7149.0
Trinidad y Tobago,TTO,Migración neta,SM.POP.NETM,1992,-6650.0
Trinidad y Tobago,TTO,Migración neta,SM.POP.NETM,1993,-6554.0
Trinidad y Tobago,TTO,Migración neta,SM.POP.NETM,1994,-6615.0
Trinidad y Tobago,TTO,Migración neta,SM.POP.NETM,1995,-6723.0
Trinidad y Tobago,TTO,Migración neta,SM.POP.NETM,1996,-6827.0
Trinidad y Tobago,TTO,Migración neta,SM.POP.NETM,1997,-6865.0
Trinidad y Tobago,TTO,Migración neta,SM.POP.NETM,1998,-6730.0
Trinidad y Tobago,TTO,Migración neta,SM.POP.NETM,1999,-6103.0
Trinidad y Tobago,TTO,Migración neta,SM.POP.NETM,2000,-5185.0
Trinidad y Tobago,TTO,Migración neta,SM.POP.NETM,2001,-4252.0
Trinidad y Tobago,TTO,Migración neta,SM.POP.NETM,2002,-3613.0
Trinidad y Tobago,TTO,Migración neta,SM.POP.NETM,2003,-3472.0
Trinidad y Tobago,TTO,Migración neta,SM.POP.NETM,2004,-3504.0
Trinidad y Tobago,TTO,Migración neta,SM.POP.NETM,2005,-3595.0
Trinidad y Tobago,TTO,Migración neta,SM.POP.NETM,2006,-3684.0
Trinidad y Tobago,TTO,Migración neta,SM.POP.NETM,2007,-3731.0
Trinidad y Tobago,TTO,Migración neta,SM.POP.NETM,2008,-3624.0
Trinidad y Tobago,TTO,Migración neta,SM.POP.NETM,2009,-3056.0
Trinidad y Tobago,TTO,Migración neta,SM.POP.NETM,2010,-2230.0
Trinidad y Tobago,TTO,Migración neta,SM.POP.NETM,2011,-1410.0
Trinidad y Tobago,TTO,Migración neta,SM.POP.NETM,2012,-880.0
Trinidad y Tobago,TTO,Migración neta,SM.POP.NETM,2013,-796.0
Trinidad y Tobago,TTO,Migración neta,SM.POP.NETM,2014,-799.0
Trinidad y Tobago,TTO,Migración neta,SM.POP.NETM,2015,-583.0
Trinidad y Tobago,TTO,Migración neta,SM.POP.NETM,2016,-103.0
Trinidad y Tobago,TTO,Migración neta,SM.POP.NETM,2017,1446.0
Trinidad y Tobago,TTO,Migración neta,SM.POP.NETM,2018,35502.0
Trinidad y Tobago,TTO,Migración neta,SM.POP.NETM,2019,-19248.0
Trinidad y Tobago,TTO,Migración neta,SM.POP.NETM,2020,2370.0
Trinidad y Tobago,TTO,Migración neta,SM.POP.NETM,2021,2632.0
Trinidad y Tobago,TTO,Migración neta,SM.POP.NETM,2022,-800.0
Turkmenistán,TKM,Migración neta,SM.POP.NETM,1960,5730.0
Turkmenistán,TKM,Migración neta,SM.POP.NETM,1961,5530.0
Turkmenistán,TKM,Migración neta,SM.POP.NETM,1962,5387.0
Turkmenistán,TKM,Migración neta,SM.POP.NETM,1963,5358.0
Turkmenistán,TKM,Migración neta,SM.POP.NETM,1964,5400.0
Turkmenistán,TKM,Migración neta,SM.POP.NETM,1965,5492.0
Turkmenistán,TKM,Migración neta,SM.POP.NETM,1966,5568.0
Turkmenistán,TKM,Migración neta,SM.POP.NETM,1967,5620.0
Turkmenistán,TKM,Migración neta,SM.POP.NETM,1968,5629.0
Turkmenistán,TKM,Migración neta,SM.POP.NETM,1969,5616.0
Turkmenistán,TKM,Migración neta,SM.POP.NETM,1970,5557.0
Turkmenistán,TKM,Migración neta,SM.POP.NETM,1971,5432.0
Turkmenistán,TKM,Migración neta,SM.POP.NETM,1972,5220.0
Turkmenistán,TKM,Migración neta,SM.POP.NETM,1973,4798.0
Turkmenistán,TKM,Migración neta,SM.POP.NETM,1974,3730.0
Turkmenistán,TKM,Migración neta,SM.POP.NETM,1975,2247.0
Turkmenistán,TKM,Migración neta,SM.POP.NETM,1976,689.0
Turkmenistán,TKM,Migración neta,SM.POP.NETM,1977,-570.0
Turkmenistán,TKM,Migración neta,SM.POP.NETM,1978,-1441.0
Turkmenistán,TKM,Migración neta,SM.POP.NETM,1979,-2761.0
Turkmenistán,TKM,Migración neta,SM.POP.NETM,1980,-4609.0
Turkmenistán,TKM,Migración neta,SM.POP.NETM,1981,-4410.0
Turkmenistán,TKM,Migración neta,SM.POP.NETM,1982,-3861.0
Turkmenistán,TKM,Migración neta,SM.POP.NETM,1983,-5037.0
Turkmenistán,TKM,Migración neta,SM.POP.NETM,1984,-5705.0
Turkmenistán,TKM,Migración neta,SM.POP.NETM,1985,-6209.0
Turkmenistán,TKM,Migración neta,SM.POP.NETM,1986,-6397.0
Turkmenistán,TKM,Migración neta,SM.POP.NETM,1987,-7319.0
Turkmenistán,TKM,Migración neta,SM.POP.NETM,1988,-8791.0
Turkmenistán,TKM,Migración neta,SM.POP.NETM,1989,-3927.0
Turkmenistán,TKM,Migración neta,SM.POP.NETM,1990,798.0
Turkmenistán,TKM,Migración neta,SM.POP.NETM,1991,5400.0
Turkmenistán,TKM,Migración neta,SM.POP.NETM,1992,8347.0
Turkmenistán,TKM,Migración neta,SM.POP.NETM,1993,8183.0
Turkmenistán,TKM,Migración neta,SM.POP.NETM,1994,4802.0
Turkmenistán,TKM,Migración neta,SM.POP.NETM,1995,-462.0
Turkmenistán,TKM,Migración neta,SM.POP.NETM,1996,-25893.0
Turkmenistán,TKM,Migración neta,SM.POP.NETM,1997,-16799.0
Turkmenistán,TKM,Migración neta,SM.POP.NETM,1998,-9721.0
Turkmenistán,TKM,Migración neta,SM.POP.NETM,1999,-9212.0
Turkmenistán,TKM,Migración neta,SM.POP.NETM,2000,-9473.0
Turkmenistán,TKM,Migración neta,SM.POP.NETM,2001,-9062.0
Turkmenistán,TKM,Migración neta,SM.POP.NETM,2002,-8595.0
Turkmenistán,TKM,Migración neta,SM.POP.NETM,2003,-15713.0
Turkmenistán,TKM,Migración neta,SM.POP.NETM,2004,-9254.0
Turkmenistán,TKM,Migración neta,SM.POP.NETM,2005,-8252.0
Turkmenistán,TKM,Migración neta,SM.POP.NETM,2006,-9619.0
Turkmenistán,TKM,Migración neta,SM.POP.NETM,2007,-9637.0
Turkmenistán,TKM,Migración neta,SM.POP.NETM,2008,-9605.0
Turkmenistán,TKM,Migración neta,SM.POP.NETM,2009,-9615.0
Turkmenistán,TKM,Migración neta,SM.POP.NETM,2010,-9627.0
Turkmenistán,TKM,Migración neta,SM.POP.NETM,2011,-9636.0
Turkmenistán,TKM,Migración neta,SM.POP.NETM,2012,-9598.0
Turkmenistán,TKM,Migración neta,SM.POP.NETM,2013,-9603.0
Turkmenistán,TKM,Migración neta,SM.POP.NETM,2014,-9609.0
Turkmenistán,TKM,Migración neta,SM.POP.NETM,2015,-9612.0
Turkmenistán,TKM,Migración neta,SM.POP.NETM,2016,-9616.0
Turkmenistán,TKM,Migración neta,SM.POP.NETM,2017,-9616.0
